City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
260,Ribeira Grande,PT,2022-09-21 20:56:44,38.5167,-28.7,75.6,83,20,5.75,few clouds
261,Nome,US,2022-09-21 20:54:02,64.5011,-165.4064,44.67,77,100,24.16,overcast clouds
262,Namibe,AO,2022-09-21 20:54:22,-15.1961,12.1522,66.09,86,90,5.21,overcast clouds
263,Yuxia,CN,2022-09-21 20:56:44,34.0615,108.6291,61.41,75,96,4.12,overcast clouds
264,Korla,CN,2022-09-21 20:56:45,41.7597,86.1469,71.22,23,47,7.54,scattered clouds
265,Cuiluan,CN,2022-09-21 20:56:45,47.72,128.648,52.75,82,88,6.62,overcast clouds
266,Japura,ID,2022-09-21 20:56:46,-0.3167,102.35,71.85,98,66,2.55,moderate rain
267,Kolyshley,RU,2022-09-21 20:56:46,52.7005,44.5367,55.02,90,98,5.7,overcast clouds
268,Neuquen,AR,2022-09-21 20:56:47,-38.9516,-68.0591,57.09,28,0,10.36,clear sky
269,Ugra,RU,2022-09-21 20:56:47,54.7777,34.3267,47.55,98,100,6.85,overcast clouds
270,Iquique,CL,2022-09-21 20:56:47,-20.2208,-70.1431,60.84,72,21,10.47,few clouds
271,Bengkulu,ID,2022-09-21 20:54:32,-3.8004,102.2655,73.94,90,49,2.93,light rain
272,Eureka,US,2022-09-21 20:56:48,40.8021,-124.1637,70.2,77,100,3.0,overcast clouds
273,Balkanabat,TM,2022-09-21 20:56:49,39.5108,54.3671,84.58,14,0,10.54,clear sky
274,Coruripe,BR,2022-09-21 20:56:49,-10.1256,-36.1756,74.75,82,12,9.86,few clouds
275,Saldanha,ZA,2022-09-21 20:54:30,-33.0117,17.9442,51.85,84,12,5.61,few clouds
276,Miguel Calmon,BR,2022-09-21 20:56:50,-11.4289,-40.595,77.67,39,9,4.21,clear sky
277,Hovd,MN,2022-09-21 20:56:51,48.0056,91.6419,47.46,52,0,0.89,clear sky
278,Barra,BR,2022-09-21 20:54:17,-11.0894,-43.1417,85.59,42,74,1.57,broken clouds
279,Oranjestad,AW,2022-09-21 20:52:27,12.524,-70.027,85.95,70,20,4.61,few clouds
280,Pilar,BR,2022-09-21 20:56:52,-9.5972,-35.9567,75.13,80,33,7.02,scattered clouds
281,Portland,US,2022-09-21 20:56:52,45.5234,-122.6762,79.57,45,100,1.99,overcast clouds
282,Hami,CN,2022-09-21 20:55:20,42.8,93.45,68.05,12,0,7.23,clear sky
283,Kaeo,NZ,2022-09-21 20:56:53,-35.1,173.7833,54.32,97,8,3.78,clear sky
284,Kodiak,US,2022-09-21 20:54:38,57.79,-152.4072,52.2,57,2,5.08,clear sky
285,Igualada,ES,2022-09-21 20:56:53,41.581,1.6172,69.55,76,49,5.01,scattered clouds
286,Olinda,BR,2022-09-21 20:56:54,-8.0089,-34.8553,80.33,69,20,8.05,few clouds
287,Pemangkat,ID,2022-09-21 20:56:54,1.1667,108.9667,76.62,86,57,5.28,broken clouds
288,Port Hedland,AU,2022-09-21 20:56:54,-20.3167,118.5667,62.65,59,0,0.0,clear sky
289,Campbell River,CA,2022-09-21 20:54:58,50.0163,-125.2446,73.78,31,0,5.75,clear sky
290,Port Blair,IN,2022-09-21 20:56:55,11.6667,92.75,80.46,84,100,10.13,overcast clouds
291,Mahebourg,MU,2022-09-21 20:56:56,-20.4081,57.7,72.25,83,75,10.36,broken clouds
292,Meulaboh,ID,2022-09-21 20:56:56,4.1363,96.1285,74.23,84,100,3.62,overcast clouds
293,Aswan,EG,2022-09-21 20:56:56,24.0934,32.907,87.1,19,0,6.91,clear sky
294,Madaoua,NE,2022-09-21 20:56:57,14.073,5.96,89.13,46,32,5.91,scattered clouds
295,Nuristan,AF,2022-09-21 20:56:57,35.3,70.8333,41.94,63,2,6.55,clear sky
296,Torrevieja,ES,2022-09-21 20:54:29,37.9787,-0.6822,77.25,71,76,3.47,broken clouds
297,Aksu,CN,2022-09-21 20:56:58,41.1231,80.2644,72.36,30,86,5.19,overcast clouds
298,Cache Creek,CA,2022-09-21 20:56:59,50.8101,-121.3246,71.91,25,0,2.17,clear sky
299,Pacific Grove,US,2022-09-21 20:52:53,36.6177,-121.9166,75.38,74,20,5.99,few clouds
300,Invermere,CA,2022-09-21 20:57:00,50.5167,-116.0354,73.65,20,0,0.92,clear sky
301,Oistins,BB,2022-09-21 20:57:00,13.0667,-59.5333,84.29,74,75,23.02,broken clouds
302,Along,IN,2022-09-21 20:54:59,28.1667,94.7667,72.72,99,100,0.74,overcast clouds
303,Liverpool,GB,2022-09-21 20:57:01,53.4106,-2.9779,59.14,75,40,9.22,scattered clouds
304,Jalu,LY,2022-09-21 20:57:01,29.0331,21.5482,88.07,17,6,12.93,clear sky
305,Zhanakorgan,KZ,2022-09-21 20:57:02,43.9098,67.2495,69.94,20,0,5.57,clear sky
306,Hoi An,VN,2022-09-21 20:57:02,15.8794,108.335,78.76,87,84,4.14,broken clouds
307,Clyde River,CA,2022-09-21 20:57:03,70.4692,-68.5914,32.23,69,75,2.3,broken clouds
308,Cantaura,VE,2022-09-21 20:57:04,9.3057,-64.3584,80.55,77,100,2.89,overcast clouds
309,Evans,US,2022-09-21 20:57:04,33.5337,-82.1307,93.88,42,0,3.0,clear sky
310,Namanyere,TZ,2022-09-21 20:57:05,-7.5167,31.05,69.76,43,60,4.38,broken clouds
311,Luderitz,NA,2022-09-21 20:57:05,-26.6481,15.1594,62.91,40,0,5.19,clear sky
312,Comodoro Rivadavia,AR,2022-09-21 20:56:37,-45.8667,-67.5,49.86,71,20,4.61,few clouds
313,Usuki,JP,2022-09-21 20:57:06,33.1081,131.7878,63.16,81,96,2.13,overcast clouds
314,Saint George,US,2022-09-21 20:55:35,37.1041,-113.5841,89.26,35,75,10.0,broken clouds
315,Pishin,PK,2022-09-21 20:57:07,30.5803,66.9961,71.92,18,0,3.62,clear sky
316,Vostok,RU,2022-09-21 20:54:23,46.4856,135.8833,37.67,70,3,5.3,clear sky
317,Xining,CN,2022-09-21 20:57:08,36.6167,101.7667,50.43,69,91,3.24,overcast clouds
318,Rongcheng,CN,2022-09-21 20:57:09,30.634,117.8517,65.59,78,100,0.65,overcast clouds
319,Livingstonia,MW,2022-09-21 20:57:09,-10.606,34.1063,64.49,66,95,4.16,overcast clouds
320,Alugan,PH,2022-09-21 20:57:10,12.2188,125.4808,76.87,89,100,4.5,overcast clouds
321,Giaginskaya,RU,2022-09-21 20:57:10,44.8621,40.0719,57.29,96,98,3.8,overcast clouds
322,Mardin,TR,2022-09-21 20:57:11,37.3131,40.7436,69.42,45,95,1.79,overcast clouds
323,Estrela,BR,2022-09-21 20:55:11,-28.0611,-50.9383,56.01,97,100,5.35,moderate rain
324,Healdsburg,US,2022-09-21 20:52:13,38.6105,-122.8692,80.98,53,0,5.75,clear sky
325,Lorengau,PG,2022-09-21 20:57:12,-2.0226,147.2712,78.91,80,91,4.21,overcast clouds
326,Lundazi,ZM,2022-09-21 20:57:13,-12.2929,33.1782,68.56,56,3,12.57,clear sky
327,Emerald,AU,2022-09-21 20:57:13,-23.5333,148.1667,68.14,100,100,4.61,overcast clouds
328,Caala,AO,2022-09-21 20:57:14,-12.8525,15.5606,67.96,55,98,4.83,light rain
329,Pangai,TO,2022-09-21 20:52:20,-19.8,-174.35,78.91,73,75,16.11,broken clouds
330,Cidreira,BR,2022-09-21 20:57:15,-30.1811,-50.2056,63.16,84,80,12.28,moderate rain
331,Olafsvik,IS,2022-09-21 20:57:15,64.8945,-23.7142,49.96,87,100,2.21,overcast clouds
332,Linjiang,CN,2022-09-21 20:57:16,41.8069,126.9078,40.05,89,45,2.71,scattered clouds
333,Tatarsk,RU,2022-09-21 20:57:16,55.219,75.9828,61.21,53,31,6.51,scattered clouds
334,Prince Rupert,CA,2022-09-21 20:57:17,54.3161,-130.3201,62.69,73,0,4.61,clear sky
335,Polunochnoye,RU,2022-09-21 20:57:18,60.8697,60.4153,43.66,90,29,4.76,scattered clouds
336,Beisfjord,NO,2022-09-21 20:57:18,68.3751,17.5988,50.05,95,100,4.88,overcast clouds
337,Ostersund,SE,2022-09-21 20:56:57,63.1792,14.6357,48.65,61,100,5.75,overcast clouds
338,Arman,RU,2022-09-21 20:57:19,59.7,150.1667,35.02,65,1,10.6,clear sky
339,Tautira,PF,2022-09-21 20:57:20,-17.7333,-149.15,77.04,76,19,15.37,few clouds
340,Tiznit,MA,2022-09-21 20:57:21,29.5833,-9.5,70.54,65,17,2.77,few clouds
341,College,US,2022-09-21 20:57:21,64.8569,-147.8028,48.2,80,99,1.54,overcast clouds
342,Qarayeri,AZ,2022-09-21 20:57:22,40.7886,46.3066,72.48,68,75,9.22,broken clouds
343,Vendome,FR,2022-09-21 20:57:22,47.8,1.0667,59.29,54,1,6.91,clear sky
344,Bronnoysund,NO,2022-09-21 20:52:46,65.4625,12.1997,53.6,87,75,13.0,broken clouds
345,Kidodi,TZ,2022-09-21 20:57:23,-7.6036,37.0044,71.94,73,90,2.3,overcast clouds
346,Khandyga,RU,2022-09-21 20:57:24,62.6667,135.6,25.29,97,18,4.45,few clouds
347,Gat,IL,2022-09-21 20:57:24,31.61,34.7642,77.68,100,0,5.46,clear sky
348,Sao Filipe,CV,2022-09-21 20:57:25,14.8961,-24.4956,78.82,77,27,11.83,scattered clouds
349,Koungou,YT,2022-09-21 20:57:25,-12.7336,45.2042,71.31,88,0,3.44,clear sky
350,Ngunguru,NZ,2022-09-21 20:57:26,-35.6167,174.5,56.43,83,39,6.8,scattered clouds
351,Auki,SB,2022-09-21 20:57:27,-8.7676,160.7034,77.2,87,100,2.55,overcast clouds
352,Snasa,NO,2022-09-21 20:57:27,64.2457,12.3778,49.41,84,99,4.16,overcast clouds
353,Sakaraha,MG,2022-09-21 20:57:27,-22.9,44.5333,67.44,58,0,6.26,clear sky
354,Los Llanos De Aridane,ES,2022-09-21 20:57:28,28.6585,-17.9182,71.35,86,0,6.91,clear sky
355,Beni,CD,2022-09-21 20:57:28,0.5,29.4667,63.07,97,100,2.77,overcast clouds
356,Shihezi,CN,2022-09-21 20:57:29,44.3,86.0333,67.26,17,98,3.06,overcast clouds
357,Wattegama,LK,2022-09-21 20:57:29,6.7989,81.4808,75.36,83,20,4.63,few clouds
358,Cabedelo,BR,2022-09-21 20:57:30,-6.9811,-34.8339,79.47,80,2,10.25,clear sky
359,Qui Nhon,VN,2022-09-21 20:57:30,13.7667,109.2333,78.64,84,100,4.32,light rain
360,Buraydah,SA,2022-09-21 20:57:31,26.326,43.975,86.45,11,9,6.76,clear sky
361,Leh,IN,2022-09-21 20:57:31,34.1667,77.5833,51.94,62,11,4.32,few clouds
362,Mikhaylovka,RU,2022-09-21 20:57:32,50.06,43.2379,59.79,80,100,4.59,overcast clouds
363,Linhares,BR,2022-09-21 20:57:33,-19.3911,-40.0722,74.77,81,46,10.18,scattered clouds
364,Senanga,ZM,2022-09-21 20:57:33,-16.1167,23.2667,70.84,22,1,6.26,clear sky
365,Upernavik,GL,2022-09-21 20:54:31,72.7868,-56.1549,33.31,75,99,4.36,overcast clouds
366,Bandarbeyla,SO,2022-09-21 20:57:34,9.4942,50.8122,77.74,87,73,20.71,broken clouds
367,Mackay,AU,2022-09-21 20:57:34,-21.15,149.2,73.69,85,64,4.45,broken clouds
368,Juquitiba,BR,2022-09-21 20:57:35,-23.9317,-47.0683,66.36,98,100,4.0,heavy intensity rain
369,Corralillo,CU,2022-09-21 20:57:35,22.9819,-80.5856,85.06,69,4,9.33,clear sky
370,Kiunga,PG,2022-09-21 20:57:35,-6.1219,141.2906,72.03,99,100,0.67,overcast clouds
371,Makhinjauri,GE,2022-09-21 20:57:36,41.6739,41.694,66.06,94,75,4.61,moderate rain
372,Bukachacha,RU,2022-09-21 20:57:36,52.9833,116.9167,38.66,95,100,3.62,light rain
373,Lavrentiya,RU,2022-09-21 20:57:37,65.5833,-171.0,40.32,97,100,26.91,moderate rain
374,Bilibino,RU,2022-09-21 20:57:37,68.0546,166.4372,36.86,77,96,9.69,overcast clouds
375,Lure,FR,2022-09-21 20:57:38,47.75,6.5,45.77,93,0,0.0,clear sky
376,Mahon,ES,2022-09-21 20:57:38,39.8885,4.2658,68.56,73,0,4.61,clear sky
377,Sola,VU,2022-09-21 20:57:38,-13.8833,167.55,79.3,75,15,9.46,few clouds
378,Constitucion,CL,2022-09-21 20:57:39,-35.3333,-72.4167,53.29,62,37,12.28,scattered clouds
379,Dingle,PH,2022-09-21 20:57:39,10.9995,122.6711,74.53,90,100,1.57,overcast clouds
380,Simplicio Mendes,BR,2022-09-21 20:57:40,-7.8539,-41.9103,89.4,23,6,5.41,clear sky
381,Kavaratti,IN,2022-09-21 20:54:10,10.5669,72.642,80.87,74,0,10.67,clear sky
382,Lokosovo,RU,2022-09-21 20:57:40,61.1333,74.8167,50.0,79,10,11.72,clear sky
383,Brae,GB,2022-09-21 20:57:41,60.3964,-1.353,56.1,94,100,15.79,light rain
384,Odweyne,SO,2022-09-21 20:57:41,9.4092,45.064,81.64,40,95,12.5,overcast clouds
385,Mehran,IR,2022-09-21 20:57:42,33.1222,46.1646,91.9,12,99,7.87,overcast clouds
386,Praia Da Vitoria,PT,2022-09-21 20:57:42,38.7333,-27.0667,74.75,88,40,3.69,scattered clouds
387,Okhotsk,RU,2022-09-21 20:57:43,59.3833,143.3,37.72,49,0,24.79,clear sky
388,Haines Junction,CA,2022-09-21 20:57:43,60.7522,-137.5108,66.15,42,100,9.22,overcast clouds
389,Monrovia,LR,2022-09-21 20:57:44,6.3005,-10.7969,76.77,89,100,9.57,light rain
390,Puerto Lopez,CO,2022-09-21 20:57:44,4.0845,-72.956,81.86,81,100,3.6,overcast clouds
391,Hambantota,LK,2022-09-21 20:57:44,6.1241,81.1185,79.0,83,22,14.58,few clouds
392,Sarankhola,BD,2022-09-21 20:57:45,22.3082,89.7897,77.68,93,57,3.6,broken clouds
393,Ribeira Brava,PT,2022-09-21 20:57:45,32.65,-17.0667,75.0,83,43,7.38,scattered clouds
394,Te Anau,NZ,2022-09-21 20:57:46,-45.4167,167.7167,45.82,85,77,0.94,broken clouds
395,Almaznyy,RU,2022-09-21 20:57:46,48.0448,40.045,56.35,43,97,7.0,overcast clouds
396,Itaueira,BR,2022-09-21 20:57:47,-7.6033,-43.0256,90.46,24,28,3.09,scattered clouds
397,Brora,GB,2022-09-21 20:57:47,58.0099,-3.8518,60.76,84,100,9.95,overcast clouds
398,Miri,MY,2022-09-21 20:54:02,4.4148,114.0089,75.34,94,40,0.0,scattered clouds
399,Karur,IN,2022-09-21 20:57:48,10.95,78.0833,77.85,71,1,10.47,clear sky
400,Gogrial,SS,2022-09-21 20:57:48,8.5332,28.1004,70.74,94,100,3.96,light rain
401,Fort Smith,US,2022-09-21 20:55:34,35.3859,-94.3986,101.37,28,0,8.01,clear sky
402,Tommot,RU,2022-09-21 20:57:49,58.9564,126.2925,29.17,89,93,0.89,overcast clouds
403,Kariba,ZW,2022-09-21 20:57:50,-16.5167,28.8,80.26,34,21,4.92,few clouds
404,Naze,JP,2022-09-21 20:57:50,28.3667,129.4833,77.92,84,39,12.48,scattered clouds
405,Saint-Francois,FR,2022-09-21 20:57:51,46.4154,3.9054,45.84,76,0,1.14,clear sky
406,Kelso,US,2022-09-21 20:57:51,46.1468,-122.9084,79.39,40,91,1.97,overcast clouds
407,Karsava,LV,2022-09-21 20:57:51,56.7841,27.6883,44.53,97,95,6.49,overcast clouds
408,Baghdad,IQ,2022-09-21 20:55:02,33.3406,44.4009,82.31,36,0,2.3,clear sky
409,Kayerkan,RU,2022-09-21 20:57:52,69.3497,87.7602,35.53,100,100,17.29,light rain
410,Lubao,PH,2022-09-21 20:57:53,14.9167,120.55,78.51,90,100,1.95,overcast clouds
411,Tura,IN,2022-09-21 20:57:53,25.5198,90.2201,73.4,96,95,4.68,overcast clouds
412,Prainha,BR,2022-09-21 20:57:53,-1.8,-53.48,87.46,49,43,7.54,scattered clouds
413,Santiago,CL,2022-09-21 20:57:54,-33.4569,-70.6483,61.29,26,0,18.41,clear sky
414,Lagoa,PT,2022-09-21 20:57:54,39.05,-27.9833,73.78,83,31,10.87,scattered clouds
415,Abonnema,NG,2022-09-21 20:57:55,4.7084,6.7931,77.29,89,98,6.78,light rain
416,Vilhena,BR,2022-09-21 20:57:55,-12.7406,-60.1458,91.62,43,20,16.11,few clouds
417,Virginia Beach,US,2022-09-21 20:57:56,36.8529,-75.978,87.06,58,0,1.01,clear sky
418,Bartica,GY,2022-09-21 20:57:56,6.4,-58.6167,86.32,74,100,2.95,overcast clouds
419,Komsomolskoye,RU,2022-09-21 20:57:46,55.2567,47.5461,55.24,98,100,6.55,overcast clouds
420,Deputatskiy,RU,2022-09-21 20:57:57,69.3,139.9,24.71,91,100,7.94,overcast clouds
421,Huarmey,PE,2022-09-21 20:57:57,-10.0681,-78.1522,65.66,74,97,12.95,overcast clouds
422,Hamilton,US,2022-09-21 20:54:30,39.1834,-84.5333,95.95,48,1,5.01,clear sky
423,Oneonta,US,2022-09-21 20:57:58,42.4529,-75.0638,79.29,71,75,7.2,broken clouds
424,Halifax,CA,2022-09-21 20:55:58,44.6453,-63.5724,71.49,90,75,8.05,broken clouds
425,Berlevag,NO,2022-09-21 20:57:56,70.8578,29.0864,48.2,81,75,21.85,broken clouds
426,Plainview,US,2022-09-21 20:57:59,40.7765,-73.4673,80.65,64,3,3.0,clear sky
427,Ambalavao,MG,2022-09-21 20:57:59,-21.8333,46.9333,55.44,91,30,4.9,scattered clouds
428,Poindimie,NC,2022-09-21 20:58:00,-20.9333,165.3333,74.53,74,90,7.23,overcast clouds
429,Klaksvik,FO,2022-09-21 20:58:00,62.2266,-6.589,52.72,93,100,18.05,light rain
430,Kununurra,AU,2022-09-21 20:58:01,-15.7667,128.7333,75.18,78,6,1.14,clear sky
431,Asau,RO,2022-09-21 20:58:01,46.4333,26.4,45.52,92,99,2.35,overcast clouds
432,Saint-Ambroise,CA,2022-09-21 20:53:49,48.5501,-71.3324,64.94,63,81,5.17,broken clouds
433,Sisimiut,GL,2022-09-21 20:58:02,66.9395,-53.6735,36.09,98,100,12.77,moderate rain
434,Ballina,AU,2022-09-21 20:58:02,-28.8667,153.5667,64.44,99,100,18.7,light rain
435,Tanete,ID,2022-09-21 20:58:03,-3.9443,119.7848,73.67,95,98,1.05,moderate rain
436,Sembe,CG,2022-09-21 20:58:03,1.6481,14.5806,71.46,96,99,2.24,overcast clouds
437,Maravilha,BR,2022-09-21 20:58:04,-26.7608,-53.1725,66.79,100,98,1.77,light rain
438,Husavik,IS,2022-09-21 20:58:05,66.0449,-17.3389,46.18,93,99,5.64,overcast clouds
439,Sarangani,PH,2022-09-21 20:58:05,5.4033,125.4636,82.6,69,87,1.19,overcast clouds
440,Palmas,BR,2022-09-21 20:56:05,-10.2128,-48.3603,89.47,48,92,1.14,overcast clouds
441,Charlestown,AU,2022-09-21 20:58:06,-32.95,151.6667,61.74,95,100,5.01,light rain
442,Ende,ID,2022-09-21 20:58:06,-8.8432,121.6623,76.96,90,41,1.86,scattered clouds
443,Nishihara,JP,2022-09-21 20:58:07,26.1842,127.7558,78.08,83,41,4.61,scattered clouds
444,Nouakchott,MR,2022-09-21 20:58:07,18.0858,-15.9785,85.93,65,100,21.39,overcast clouds
445,Riyadh,SA,2022-09-21 20:53:24,24.6877,46.7219,87.94,23,0,8.41,clear sky
446,Veraval,IN,2022-09-21 20:58:08,20.9,70.3667,78.21,79,100,8.43,overcast clouds
447,Oltu,TR,2022-09-21 20:55:18,40.5498,42.0013,61.56,72,96,3.38,overcast clouds
448,Chopda,IN,2022-09-21 20:58:09,21.25,75.3,73.74,89,100,11.99,light rain
449,Mangan,IN,2022-09-21 20:58:10,27.5167,88.5333,72.0,83,45,3.42,scattered clouds
450,Mikkeli,FI,2022-09-21 20:58:10,61.6886,27.2723,42.91,87,100,1.14,overcast clouds
451,Otacilio Costa,BR,2022-09-21 20:58:10,-27.4831,-50.1219,55.09,99,100,4.9,heavy intensity rain
452,Rapid Valley,US,2022-09-21 20:58:11,44.0625,-103.1463,62.73,51,0,5.99,clear sky
453,Tsaratanana,MG,2022-09-21 20:58:11,-16.7833,47.65,68.95,72,3,11.43,clear sky
454,Lincoln,US,2022-09-21 20:57:27,40.8,-96.667,66.27,25,92,14.83,light rain
455,Komsomolskiy,UZ,2022-09-21 20:58:12,40.4272,71.7189,68.72,42,44,6.91,scattered clouds
456,Jutai,BR,2022-09-21 20:58:13,-5.1833,-68.9,92.48,44,74,3.27,broken clouds
457,Iranduba,BR,2022-09-21 20:58:13,-3.2847,-60.1861,93.52,26,59,2.53,broken clouds
458,Baker City,US,2022-09-21 20:58:14,44.7749,-117.8344,67.59,49,100,1.1,overcast clouds
459,Zabaykalsk,RU,2022-09-21 20:58:14,49.6333,117.3167,36.28,93,64,9.08,broken clouds
460,Araguari,BR,2022-09-21 20:58:14,-18.6472,-48.1872,84.49,36,81,3.04,broken clouds
461,Guane,CU,2022-09-21 20:58:15,22.2025,-84.0875,85.64,66,21,2.51,few clouds
462,Sao Joao Da Barra,BR,2022-09-21 20:58:15,-21.6403,-41.0511,77.09,84,69,7.72,broken clouds
463,Kangaatsiaq,GL,2022-09-21 20:58:16,68.3065,-53.4641,35.22,97,100,6.15,light snow
464,Frankfort,ZA,2022-09-21 20:58:16,-27.2667,28.4833,48.85,87,6,3.18,clear sky
465,Kahului,US,2022-09-21 20:58:17,20.8947,-156.47,84.85,73,28,14.0,scattered clouds
466,Coihaique,CL,2022-09-21 20:58:17,-45.5752,-72.0662,51.75,46,20,6.91,few clouds
467,Jizan,SA,2022-09-21 20:58:18,17.3333,42.6667,90.54,54,36,3.89,scattered clouds
468,Tual,ID,2022-09-21 20:58:18,-5.6667,132.75,82.22,76,100,9.15,overcast clouds
469,Bosaso,SO,2022-09-21 20:58:19,11.2842,49.1816,88.72,54,38,4.59,scattered clouds
470,Qasigiannguit,GL,2022-09-21 20:58:19,68.8193,-51.1922,33.21,78,68,6.24,broken clouds
471,Nantucket,US,2022-09-21 20:58:20,41.2835,-70.0995,66.31,66,100,8.05,overcast clouds
472,Taktaharkany,HU,2022-09-21 20:58:20,48.0833,21.1333,51.46,72,100,6.13,overcast clouds
473,Grindavik,IS,2022-09-21 20:58:21,63.8424,-22.4338,50.47,100,75,3.44,broken clouds
474,Tevaitoa,PF,2022-09-21 20:58:21,-16.7833,-151.5,78.31,74,12,19.98,few clouds
475,Rawson,AR,2022-09-21 20:58:22,-43.3002,-65.1023,48.74,84,53,16.84,broken clouds
476,Mitsamiouli,KM,2022-09-21 20:58:23,-11.3847,43.2844,74.61,78,50,3.65,scattered clouds
477,Pusad,IN,2022-09-21 20:56:14,19.9,77.5833,74.68,89,100,8.34,light rain
478,Coromandel,BR,2022-09-21 20:58:23,-18.4733,-47.2003,81.97,36,60,2.55,broken clouds
479,Dudinka,RU,2022-09-21 20:58:24,69.4058,86.1778,36.63,97,100,20.76,light rain
480,Bonavista,CA,2022-09-21 20:58:24,48.6499,-53.1147,53.44,77,98,18.05,overcast clouds
481,Abu Samrah,SY,2022-09-21 20:58:25,35.3029,37.1841,71.28,66,0,12.3,clear sky
482,Stromness,GB,2022-09-21 20:58:25,58.965,-3.296,57.16,88,100,11.01,light rain
483,Tazmalt,DZ,2022-09-21 20:58:26,36.3868,4.3989,70.39,76,44,0.4,light rain
484,Badou,TG,2022-09-21 20:58:26,7.5833,0.6,72.48,92,99,0.43,overcast clouds
485,Hirara,JP,2022-09-21 20:58:27,24.8,125.2833,79.48,63,12,10.27,few clouds
486,Porto Velho,BR,2022-09-21 20:53:29,-8.7619,-63.9039,96.85,34,40,5.75,scattered clouds
487,Creston,US,2022-09-21 20:58:28,41.0586,-94.3614,66.16,52,20,13.8,few clouds
488,Vestmannaeyjar,IS,2022-09-21 20:58:28,63.4427,-20.2734,50.32,86,100,4.92,overcast clouds
489,Egvekinot,RU,2022-09-21 20:58:29,66.3167,-179.1667,32.83,98,100,12.24,snow
490,Tulsipur,NP,2022-09-21 20:58:29,28.131,82.2973,72.21,91,93,3.89,overcast clouds
491,Grajau,BR,2022-09-21 20:58:29,-5.8194,-46.1386,92.14,27,55,4.88,broken clouds
492,Piacabucu,BR,2022-09-21 20:58:30,-10.4056,-36.4344,74.79,82,9,9.28,clear sky
493,Betioky,MG,2022-09-21 20:58:30,-23.7167,44.3833,72.72,53,0,9.24,clear sky
494,Kamenka,RU,2022-09-21 20:58:02,51.3223,42.7678,51.6,80,99,3.24,overcast clouds
495,Road Town,VG,2022-09-21 20:58:31,18.4167,-64.6167,86.04,79,20,10.36,few clouds
496,Coihueco,CL,2022-09-21 20:58:31,-36.6167,-71.8333,56.14,47,40,4.61,scattered clouds
497,Aklavik,CA,2022-09-21 20:56:25,68.2191,-135.0107,45.07,71,98,3.87,overcast clouds
498,Yumen,CN,2022-09-21 20:58:32,40.2833,97.2,56.5,19,27,9.4,scattered clouds
499,Shiyan,CN,2022-09-21 20:58:33,32.6475,110.7781,60.21,89,30,4.63,scattered clouds
500,Huilong,CN,2022-09-21 20:58:33,31.8111,121.655,66.92,82,91,5.06,overcast clouds
501,Plettenberg Bay,ZA,2022-09-21 20:58:34,-34.0527,23.3716,60.78,58,1,4.92,clear sky
502,Tromso,NO,2022-09-21 20:58:35,69.6496,18.957,48.38,93,75,17.27,broken clouds
503,Flin Flon,CA,2022-09-21 20:56:39,54.7682,-101.865,49.84,66,75,10.36,broken clouds
504,Aviemore,GB,2022-09-21 20:58:35,57.1955,-3.8259,58.46,87,100,6.78,overcast clouds
505,Chicama,PE,2022-09-21 20:58:36,-7.8447,-79.1469,59.54,65,62,10.89,broken clouds
506,Stephenville,US,2022-09-21 20:58:36,32.2207,-98.2023,96.93,24,0,8.05,clear sky
507,Yuli,NG,2022-09-21 20:58:36,9.6989,10.2744,74.61,88,83,2.57,broken clouds
508,Wilson,US,2022-09-21 20:58:37,36.1501,-86.2833,98.44,46,20,11.5,few clouds
509,Morros,BR,2022-09-21 20:58:37,-9.4467,-46.3003,88.03,29,100,6.22,overcast clouds
510,Maun,BW,2022-09-21 20:58:38,-19.9833,23.4167,62.56,20,0,4.61,clear sky
511,Datia,IN,2022-09-21 20:58:38,25.6667,78.4667,75.42,97,100,2.77,overcast clouds
512,Nayoro,JP,2022-09-21 20:58:39,44.3506,142.4578,44.58,86,0,2.1,clear sky
513,Dobrinka,RU,2022-09-21 20:58:39,52.1653,40.4731,49.69,76,49,1.25,scattered clouds
514,Murdochville,CA,2022-09-21 20:58:39,48.9583,-65.5006,43.68,97,100,1.43,overcast clouds
515,Jacareacanga,BR,2022-09-21 20:58:40,-6.2222,-57.7528,97.84,24,54,1.68,broken clouds
516,Saint Anthony,US,2022-09-21 20:58:40,45.0205,-93.218,68.13,53,75,16.11,broken clouds
517,Alenquer,BR,2022-09-21 20:58:41,-1.9417,-54.7383,90.1,40,94,4.41,overcast clouds
518,Pipar,IN,2022-09-21 20:58:41,26.3856,73.5378,80.69,60,32,8.84,scattered clouds
519,Castra-Nova,RO,2022-09-21 20:58:42,44.1167,24.0167,50.7,73,22,7.58,few clouds
520,Singkang,MY,2022-09-21 20:58:42,2.1006,102.7994,73.85,94,70,2.04,broken clouds
521,Muleba,TZ,2022-09-21 20:58:43,-1.8397,31.6544,71.56,63,92,3.47,overcast clouds
522,Yar-Sale,RU,2022-09-21 20:58:43,66.8333,70.8333,37.98,80,52,18.48,broken clouds
523,Shellbrook,CA,2022-09-21 20:58:44,53.2168,-106.4011,60.03,30,4,4.65,clear sky
524,Pochutla,MX,2022-09-21 20:58:44,15.7432,-96.4661,80.82,79,100,6.26,overcast clouds
